Date,date_time,year,month,month_year,term_year_bush,SP 500
1927-12-01,1927-12-01,1927,12,1927-12,-74,17.66
1928-01-01,1928-01-01,1928,1,1928-01,-73,17.57
1928-02-01,1928-02-01,1928,2,1928-02,-73,17.26
1928-03-01,1928-03-01,1928,3,1928-03,-73,19.280001000000002
1928-04-01,1928-04-01,1928,4,1928-04,-73,19.75
1928-05-01,1928-05-01,1928,5,1928-05,-73,20.0
1928-06-01,1928-06-01,1928,6,1928-06,-73,19.139999
1928-07-01,1928-07-01,1928,7,1928-07,-73,19.43
1928-08-01,1928-08-01,1928,8,1928-08,-73,20.870001000000002
1928-09-01,1928-09-01,1928,9,1928-09,-73,21.139999
1928-10-01,1928-10-01,1928,10,1928-10,-73,21.68
1928-11-01,1928-11-01,1928,11,1928-11,-73,24.280001000000002
1928-12-01,1928-12-01,1928,12,1928-12,-73,24.35
1929-01-01,1929-01-01,1929,1,1929-01,-72,25.74
1929-02-01,1929-02-01,1929,2,1929-02,-72,25.59
1929-03-01,1929-03-01,1929,3,1929-03,-72,25.530001000000002
1929-04-01,1929-04-01,1929,4,1929-04,-72,25.940001000000002
1929-05-01,1929-05-01,1929,5,1929-05,-72,24.83
1929-06-01,1929-06-01,1929,6,1929-06,-72,27.41
1929-07-01,1929-07-01,1929,7,1929-07,-72,28.879998999999998
1929-08-01,1929-08-01,1929,8,1929-08,-72,31.709999
1929-09-01,1929-09-01,1929,9,1929-09,-72,30.16
1929-10-01,1929-10-01,1929,10,1929-10,-72,24.15
1929-11-01,1929-11-01,1929,11,1929-11,-72,20.92
1929-12-01,1929-12-01,1929,12,1929-12,-72,21.450001
1930-01-01,1930-01-01,1930,1,1930-01,-71,22.790001
1930-02-01,1930-02-01,1930,2,1930-02,-71,23.280001000000002
1930-03-01,1930-03-01,1930,3,1930-03,-71,24.15
1930-04-01,1930-04-01,1930,4,1930-04,-71,24.9
1930-05-01,1930-05-01,1930,5,1930-05,-71,24.49
1930-06-01,1930-06-01,1930,6,1930-06,-71,20.459999
1930-07-01,1930-07-01,1930,7,1930-07,-71,21.209999
1930-08-01,1930-08-01,1930,8,1930-08,-71,21.370001000000002
1930-09-01,1930-09-01,1930,9,1930-09,-71,18.59
1930-10-01,1930-10-01,1930,10,1930-10,-71,16.940001000000002
1930-11-01,1930-11-01,1930,11,1930-11,-71,16.379998999999998
1930-12-01,1930-12-01,1930,12,1930-12,-71,15.34
1931-01-01,1931-01-01,1931,1,1931-01,-70,16.190001000000002
1931-02-01,1931-02-01,1931,2,1931-02,-70,18.030001000000002
1931-03-01,1931-03-01,1931,3,1931-03,-70,16.690001000000002
1931-04-01,1931-04-01,1931,4,1931-04,-70,15.09
1931-05-01,1931-05-01,1931,5,1931-05,-70,13.02
1931-06-01,1931-06-01,1931,6,1931-06,-70,14.83
1931-07-01,1931-07-01,1931,7,1931-07,-70,13.73
1931-08-01,1931-08-01,1931,8,1931-08,-70,13.86
1931-09-01,1931-09-01,1931,9,1931-09,-70,9.71
1931-10-01,1931-10-01,1931,10,1931-10,-70,10.43
1931-11-01,1931-11-01,1931,11,1931-11,-70,9.5
1931-12-01,1931-12-01,1931,12,1931-12,-70,8.12
1932-01-01,1932-01-01,1932,1,1932-01,-69,7.94
1932-02-01,1932-02-01,1932,2,1932-02,-69,8.29
1932-03-01,1932-03-01,1932,3,1932-03,-69,7.31
1932-04-01,1932-04-01,1932,4,1932-04,-69,5.83
1932-05-01,1932-05-01,1932,5,1932-05,-69,4.47
1932-06-01,1932-06-01,1932,6,1932-06,-69,4.43
1932-07-01,1932-07-01,1932,7,1932-07,-69,6.03
1932-08-01,1932-08-01,1932,8,1932-08,-69,8.39
1932-09-01,1932-09-01,1932,9,1932-09,-69,8.08
1932-10-01,1932-10-01,1932,10,1932-10,-69,6.96
1932-11-01,1932-11-01,1932,11,1932-11,-69,6.55
1932-12-01,1932-12-01,1932,12,1932-12,-69,6.92
1933-01-01,1933-01-01,1933,1,1933-01,-68,6.94
1933-02-01,1933-02-01,1933,2,1933-02,-68,5.66
1933-03-01,1933-03-01,1933,3,1933-03,-68,5.85
1933-04-01,1933-04-01,1933,4,1933-04,-68,7.83
1933-05-01,1933-05-01,1933,5,1933-05,-68,9.64
1933-06-01,1933-06-01,1933,6,1933-06,-68,10.91
1933-07-01,1933-07-01,1933,7,1933-07,-68,9.95
1933-08-01,1933-08-01,1933,8,1933-08,-68,11.09
1933-09-01,1933-09-01,1933,9,1933-09,-68,9.72
1933-10-01,1933-10-01,1933,10,1933-10,-68,8.96
1933-11-01,1933-11-01,1933,11,1933-11,-68,9.88
1933-12-01,1933-12-01,1933,12,1933-12,-68,9.97
1934-01-01,1934-01-01,1934,1,1934-01,-67,11.17
1934-02-01,1934-02-01,1934,2,1934-02,-67,10.76
1934-03-01,1934-03-01,1934,3,1934-03,-67,10.62
1934-04-01,1934-04-01,1934,4,1934-04,-67,10.46
1934-05-01,1934-05-01,1934,5,1934-05,-67,9.61
1934-06-01,1934-06-01,1934,6,1934-06,-67,9.81
1934-07-01,1934-07-01,1934,7,1934-07,-67,8.68
1934-08-01,1934-08-01,1934,8,1934-08,-67,9.15
1934-09-01,1934-09-01,1934,9,1934-09,-67,9.08
1934-10-01,1934-10-01,1934,10,1934-10,-67,8.81
1934-11-01,1934-11-01,1934,11,1934-11,-67,9.54
1934-12-01,1934-12-01,1934,12,1934-12,-67,9.5
1935-01-01,1935-01-01,1935,1,1935-01,-66,9.1
1935-02-01,1935-02-01,1935,2,1935-02,-66,8.74
1935-03-01,1935-03-01,1935,3,1935-03,-66,8.45
1935-04-01,1935-04-01,1935,4,1935-04,-66,9.28
1935-05-01,1935-05-01,1935,5,1935-05,-66,9.58
1935-06-01,1935-06-01,1935,6,1935-06,-66,10.24
1935-07-01,1935-07-01,1935,7,1935-07,-66,11.08
1935-08-01,1935-08-01,1935,8,1935-08,-66,11.24
1935-09-01,1935-09-01,1935,9,1935-09,-66,11.59
1935-10-01,1935-10-01,1935,10,1935-10,-66,12.46
1935-11-01,1935-11-01,1935,11,1935-11,-66,12.94
1935-12-01,1935-12-01,1935,12,1935-12,-66,13.43
1936-01-01,1936-01-01,1936,1,1936-01,-65,14.31
1936-02-01,1936-02-01,1936,2,1936-02,-65,14.6
1936-03-01,1936-03-01,1936,3,1936-03,-65,14.92
1936-04-01,1936-04-01,1936,4,1936-04,-65,13.77
1936-05-01,1936-05-01,1936,5,1936-05,-65,14.4
1936-06-01,1936-06-01,1936,6,1936-06,-65,14.84
1936-07-01,1936-07-01,1936,7,1936-07,-65,15.85
1936-08-01,1936-08-01,1936,8,1936-08,-65,15.99
1936-09-01,1936-09-01,1936,9,1936-09,-65,16.01
1936-10-01,1936-10-01,1936,10,1936-10,-65,17.23
1936-11-01,1936-11-01,1936,11,1936-11,-65,17.280001000000002
1936-12-01,1936-12-01,1936,12,1936-12,-65,17.18
1937-01-01,1937-01-01,1937,1,1937-01,-64,17.77
1937-02-01,1937-02-01,1937,2,1937-02,-64,18.059998999999998
1937-03-01,1937-03-01,1937,3,1937-03,-64,17.92
1937-04-01,1937-04-01,1937,4,1937-04,-64,16.43
1937-05-01,1937-05-01,1937,5,1937-05,-64,16.26
1937-06-01,1937-06-01,1937,6,1937-06,-64,15.4
1937-07-01,1937-07-01,1937,7,1937-07,-64,16.77
1937-08-01,1937-08-01,1937,8,1937-08,-64,16.040001
1937-09-01,1937-09-01,1937,9,1937-09,-64,13.76
1937-10-01,1937-10-01,1937,10,1937-10,-64,12.35
1937-11-01,1937-11-01,1937,11,1937-11,-64,11.11
1937-12-01,1937-12-01,1937,12,1937-12,-64,10.55
1938-01-01,1938-01-01,1938,1,1938-01,-63,10.69
1938-02-01,1938-02-01,1938,2,1938-02,-63,11.34
1938-03-01,1938-03-01,1938,3,1938-03,-63,8.5
1938-04-01,1938-04-01,1938,4,1938-04,-63,9.78
1938-05-01,1938-05-01,1938,5,1938-05,-63,9.27
1938-06-01,1938-06-01,1938,6,1938-06,-63,11.56
1938-07-01,1938-07-01,1938,7,1938-07,-63,12.33
1938-08-01,1938-08-01,1938,8,1938-08,-63,12.06
1938-09-01,1938-09-01,1938,9,1938-09,-63,12.24
1938-10-01,1938-10-01,1938,10,1938-10,-63,13.17
1938-11-01,1938-11-01,1938,11,1938-11,-63,12.73
1938-12-01,1938-12-01,1938,12,1938-12,-63,13.14
1939-01-01,1939-01-01,1939,1,1939-01,-62,12.3
1939-02-01,1939-02-01,1939,2,1939-02,-62,12.7
1939-03-01,1939-03-01,1939,3,1939-03,-62,10.98
1939-04-01,1939-04-01,1939,4,1939-04,-62,10.93
1939-05-01,1939-05-01,1939,5,1939-05,-62,11.6
1939-06-01,1939-06-01,1939,6,1939-06,-62,10.86
1939-07-01,1939-07-01,1939,7,1939-07,-62,12.04
1939-08-01,1939-08-01,1939,8,1939-08,-62,11.18
1939-09-01,1939-09-01,1939,9,1939-09,-62,12.79
1939-10-01,1939-10-01,1939,10,1939-10,-62,12.83
1939-11-01,1939-11-01,1939,11,1939-11,-62,12.2
1939-12-01,1939-12-01,1939,12,1939-12,-62,12.46
1940-01-01,1940-01-01,1940,1,1940-01,-61,12.05
1940-02-01,1940-02-01,1940,2,1940-02,-61,12.13
1940-03-01,1940-03-01,1940,3,1940-03,-61,12.18
1940-04-01,1940-04-01,1940,4,1940-04,-61,12.19
1940-05-01,1940-05-01,1940,5,1940-05,-61,9.27
1940-06-01,1940-06-01,1940,6,1940-06,-61,9.98
1940-07-01,1940-07-01,1940,7,1940-07,-61,10.29
1940-08-01,1940-08-01,1940,8,1940-08,-61,10.5
1940-09-01,1940-09-01,1940,9,1940-09,-61,10.66
1940-10-01,1940-10-01,1940,10,1940-10,-61,11.08
1940-11-01,1940-11-01,1940,11,1940-11,-61,10.57
1940-12-01,1940-12-01,1940,12,1940-12,-61,10.58
1941-01-01,1941-01-01,1941,1,1941-01,-60,10.07
1941-02-01,1941-02-01,1941,2,1941-02,-60,9.92
1941-03-01,1941-03-01,1941,3,1941-03,-60,9.96
1941-04-01,1941-04-01,1941,4,1941-04,-60,9.31
1941-05-01,1941-05-01,1941,5,1941-05,-60,9.38
1941-06-01,1941-06-01,1941,6,1941-06,-60,9.85
1941-07-01,1941-07-01,1941,7,1941-07,-60,10.39
1941-08-01,1941-08-01,1941,8,1941-08,-60,10.28
1941-09-01,1941-09-01,1941,9,1941-09,-60,10.2
1941-10-01,1941-10-01,1941,10,1941-10,-60,9.5
1941-11-01,1941-11-01,1941,11,1941-11,-60,9.12
1941-12-01,1941-12-01,1941,12,1941-12,-60,8.69
1942-01-01,1942-01-01,1942,1,1942-01,-59,8.85
1942-02-01,1942-02-01,1942,2,1942-02,-59,8.59
1942-03-01,1942-03-01,1942,3,1942-03,-59,8.01
1942-04-01,1942-04-01,1942,4,1942-04,-59,7.66
1942-05-01,1942-05-01,1942,5,1942-05,-59,8.15
1942-06-01,1942-06-01,1942,6,1942-06,-59,8.3
1942-07-01,1942-07-01,1942,7,1942-07,-59,8.56
1942-08-01,1942-08-01,1942,8,1942-08,-59,8.62
1942-09-01,1942-09-01,1942,9,1942-09,-59,8.85
1942-10-01,1942-10-01,1942,10,1942-10,-59,9.36
1942-11-01,1942-11-01,1942,11,1942-11,-59,9.29
1942-12-01,1942-12-01,1942,12,1942-12,-59,9.77
1943-01-01,1943-01-01,1943,1,1943-01,-58,10.44
1943-02-01,1943-02-01,1943,2,1943-02,-58,10.97
1943-03-01,1943-03-01,1943,3,1943-03,-58,11.58
1943-04-01,1943-04-01,1943,4,1943-04,-58,11.59
1943-05-01,1943-05-01,1943,5,1943-05,-58,12.05
1943-06-01,1943-06-01,1943,6,1943-06,-58,12.35
1943-07-01,1943-07-01,1943,7,1943-07,-58,11.85
1943-08-01,1943-08-01,1943,8,1943-08,-58,11.8
1943-09-01,1943-09-01,1943,9,1943-09,-58,12.08
1943-10-01,1943-10-01,1943,10,1943-10,-58,11.91
1943-11-01,1943-11-01,1943,11,1943-11,-58,11.02
1943-12-01,1943-12-01,1943,12,1943-12,-58,11.67
1944-01-01,1944-01-01,1944,1,1944-01,-57,11.85
1944-02-01,1944-02-01,1944,2,1944-02,-57,11.82
1944-03-01,1944-03-01,1944,3,1944-03,-57,12.02
1944-04-01,1944-04-01,1944,4,1944-04,-57,11.87
1944-05-01,1944-05-01,1944,5,1944-05,-57,12.35
1944-06-01,1944-06-01,1944,6,1944-06,-57,12.98
1944-07-01,1944-07-01,1944,7,1944-07,-57,12.71
1944-08-01,1944-08-01,1944,8,1944-08,-57,12.82
1944-09-01,1944-09-01,1944,9,1944-09,-57,12.74
1944-10-01,1944-10-01,1944,10,1944-10,-57,12.78
1944-11-01,1944-11-01,1944,11,1944-11,-57,12.83
1944-12-01,1944-12-01,1944,12,1944-12,-57,13.28
1945-01-01,1945-01-01,1945,1,1945-01,-56,13.47
1945-02-01,1945-02-01,1945,2,1945-02,-56,14.3
1945-03-01,1945-03-01,1945,3,1945-03,-56,13.61
1945-04-01,1945-04-01,1945,4,1945-04,-56,14.84
1945-05-01,1945-05-01,1945,5,1945-05,-56,15.01
1945-06-01,1945-06-01,1945,6,1945-06,-56,14.87
1945-07-01,1945-07-01,1945,7,1945-07,-56,14.66
1945-08-01,1945-08-01,1945,8,1945-08,-56,15.51
1945-09-01,1945-09-01,1945,9,1945-09,-56,16.049999
1945-10-01,1945-10-01,1945,10,1945-10,-56,16.65
1945-11-01,1945-11-01,1945,11,1945-11,-56,17.190001000000002
1945-12-01,1945-12-01,1945,12,1945-12,-56,17.360001
1946-01-01,1946-01-01,1946,1,1946-01,-55,18.57
1946-02-01,1946-02-01,1946,2,1946-02,-55,17.280001000000002
1946-03-01,1946-03-01,1946,3,1946-03,-55,18.040001
1946-04-01,1946-04-01,1946,4,1946-04,-55,18.76
1946-05-01,1946-05-01,1946,5,1946-05,-55,19.18
1946-06-01,1946-06-01,1946,6,1946-06,-55,18.43
1946-07-01,1946-07-01,1946,7,1946-07,-55,17.959999
1946-08-01,1946-08-01,1946,8,1946-08,-55,16.65
1946-09-01,1946-09-01,1946,9,1946-09,-55,14.96
1946-10-01,1946-10-01,1946,10,1946-10,-55,14.84
1946-11-01,1946-11-01,1946,11,1946-11,-55,14.68
1946-12-01,1946-12-01,1946,12,1946-12,-55,15.3
1947-01-01,1947-01-01,1947,1,1947-01,-54,15.66
1947-02-01,1947-02-01,1947,2,1947-02,-54,15.43
1947-03-01,1947-03-01,1947,3,1947-03,-54,15.17
1947-04-01,1947-04-01,1947,4,1947-04,-54,14.58
1947-05-01,1947-05-01,1947,5,1947-05,-54,14.45
1947-06-01,1947-06-01,1947,6,1947-06,-54,15.21
1947-07-01,1947-07-01,1947,7,1947-07,-54,15.76
1947-08-01,1947-08-01,1947,8,1947-08,-54,15.32
1947-09-01,1947-09-01,1947,9,1947-09,-54,15.11
1947-10-01,1947-10-01,1947,10,1947-10,-54,15.43
1947-11-01,1947-11-01,1947,11,1947-11,-54,14.98
1947-12-01,1947-12-01,1947,12,1947-12,-54,15.3
1948-01-01,1948-01-01,1948,1,1948-01,-53,14.68
1948-02-01,1948-02-01,1948,2,1948-02,-53,13.93
1948-03-01,1948-03-01,1948,3,1948-03,-53,15.08
1948-04-01,1948-04-01,1948,4,1948-04,-53,15.48
1948-05-01,1948-05-01,1948,5,1948-05,-53,16.690001000000002
1948-06-01,1948-06-01,1948,6,1948-06,-53,16.74
1948-07-01,1948-07-01,1948,7,1948-07,-53,15.85
1948-08-01,1948-08-01,1948,8,1948-08,-53,15.97
1948-09-01,1948-09-01,1948,9,1948-09,-53,15.49
1948-10-01,1948-10-01,1948,10,1948-10,-53,16.5
1948-11-01,1948-11-01,1948,11,1948-11,-53,14.75
1948-12-01,1948-12-01,1948,12,1948-12,-53,15.2
1949-01-01,1949-01-01,1949,1,1949-01,-52,15.22
1949-02-01,1949-02-01,1949,2,1949-02,-52,14.62
1949-03-01,1949-03-01,1949,3,1949-03,-52,15.06
1949-04-01,1949-04-01,1949,4,1949-04,-52,14.71
1949-05-01,1949-05-01,1949,5,1949-05,-52,14.19
1949-06-01,1949-06-01,1949,6,1949-06,-52,14.16
1949-07-01,1949-07-01,1949,7,1949-07,-52,15.04
1949-08-01,1949-08-01,1949,8,1949-08,-52,15.22
1949-09-01,1949-09-01,1949,9,1949-09,-52,15.58
1949-10-01,1949-10-01,1949,10,1949-10,-52,16.040001
1949-11-01,1949-11-01,1949,11,1949-11,-52,16.059998999999998
1949-12-01,1949-12-01,1949,12,1949-12,-52,16.790001
1950-01-01,1950-01-01,1950,1,1950-01,-51,17.049999
1950-02-01,1950-02-01,1950,2,1950-02,-51,17.219998999999998
1950-03-01,1950-03-01,1950,3,1950-03,-51,17.290001
1950-04-01,1950-04-01,1950,4,1950-04,-51,18.07
1950-05-01,1950-05-01,1950,5,1950-05,-51,18.780001000000002
1950-06-01,1950-06-01,1950,6,1950-06,-51,17.690001000000002
1950-07-01,1950-07-01,1950,7,1950-07,-51,17.84
1950-08-01,1950-08-01,1950,8,1950-08,-51,18.42
1950-09-01,1950-09-01,1950,9,1950-09,-51,19.450001
1950-10-01,1950-10-01,1950,10,1950-10,-51,19.530001000000002
1950-11-01,1950-11-01,1950,11,1950-11,-51,19.51
1950-12-01,1950-12-01,1950,12,1950-12,-51,20.41
1951-01-01,1951-01-01,1951,1,1951-01,-50,21.66
1951-02-01,1951-02-01,1951,2,1951-02,-50,21.799999
1951-03-01,1951-03-01,1951,3,1951-03,-50,21.4
1951-04-01,1951-04-01,1951,4,1951-04,-50,22.43
1951-05-01,1951-05-01,1951,5,1951-05,-50,21.52
1951-06-01,1951-06-01,1951,6,1951-06,-50,20.959999
1951-07-01,1951-07-01,1951,7,1951-07,-50,22.4
1951-08-01,1951-08-01,1951,8,1951-08,-50,23.280001000000002
1951-09-01,1951-09-01,1951,9,1951-09,-50,23.26
1951-10-01,1951-10-01,1951,10,1951-10,-50,22.940001000000002
1951-11-01,1951-11-01,1951,11,1951-11,-50,22.879998999999998
1951-12-01,1951-12-01,1951,12,1951-12,-50,23.77
1952-01-01,1952-01-01,1952,1,1952-01,-49,24.139999
1952-02-01,1952-02-01,1952,2,1952-02,-49,23.26
1952-03-01,1952-03-01,1952,3,1952-03,-49,24.370001000000002
1952-04-01,1952-04-01,1952,4,1952-04,-49,23.32
1952-05-01,1952-05-01,1952,5,1952-05,-49,23.860001
1952-06-01,1952-06-01,1952,6,1952-06,-49,24.959999
1952-07-01,1952-07-01,1952,7,1952-07,-49,25.4
1952-08-01,1952-08-01,1952,8,1952-08,-49,25.030001000000002
1952-09-01,1952-09-01,1952,9,1952-09,-49,24.540001
1952-10-01,1952-10-01,1952,10,1952-10,-49,24.52
1952-11-01,1952-11-01,1952,11,1952-11,-49,25.66
1952-12-01,1952-12-01,1952,12,1952-12,-49,26.57
1953-01-01,1953-01-01,1953,1,1953-01,-48,26.379998999999998
1953-02-01,1953-02-01,1953,2,1953-02,-48,25.9
1953-03-01,1953-03-01,1953,3,1953-03,-48,25.290001
1953-04-01,1953-04-01,1953,4,1953-04,-48,24.620001000000002
1953-05-01,1953-05-01,1953,5,1953-05,-48,24.540001
1953-06-01,1953-06-01,1953,6,1953-06,-48,24.139999
1953-07-01,1953-07-01,1953,7,1953-07,-48,24.75
1953-08-01,1953-08-01,1953,8,1953-08,-48,23.32
1953-09-01,1953-09-01,1953,9,1953-09,-48,23.35
1953-10-01,1953-10-01,1953,10,1953-10,-48,24.540001
1953-11-01,1953-11-01,1953,11,1953-11,-48,24.76
1953-12-01,1953-12-01,1953,12,1953-12,-48,24.809998999999998
1954-01-01,1954-01-01,1954,1,1954-01,-47,26.08
1954-02-01,1954-02-01,1954,2,1954-02,-47,26.15
1954-03-01,1954-03-01,1954,3,1954-03,-47,26.940001000000002
1954-04-01,1954-04-01,1954,4,1954-04,-47,28.26
1954-05-01,1954-05-01,1954,5,1954-05,-47,29.190001000000002
1954-06-01,1954-06-01,1954,6,1954-06,-47,29.209999
1954-07-01,1954-07-01,1954,7,1954-07,-47,30.879998999999998
1954-08-01,1954-08-01,1954,8,1954-08,-47,29.83
1954-09-01,1954-09-01,1954,9,1954-09,-47,32.310001
1954-10-01,1954-10-01,1954,10,1954-10,-47,31.68
1954-11-01,1954-11-01,1954,11,1954-11,-47,34.240002000000004
1954-12-01,1954-12-01,1954,12,1954-12,-47,35.98
1955-01-01,1955-01-01,1955,1,1955-01,-46,36.630001
1955-02-01,1955-02-01,1955,2,1955-02,-46,36.759997999999996
1955-03-01,1955-03-01,1955,3,1955-03,-46,36.580002
1955-04-01,1955-04-01,1955,4,1955-04,-46,37.959998999999996
1955-05-01,1955-05-01,1955,5,1955-05,-46,37.91
1955-06-01,1955-06-01,1955,6,1955-06,-46,41.029999
1955-07-01,1955-07-01,1955,7,1955-07,-46,43.52
1955-08-01,1955-08-01,1955,8,1955-08,-46,43.18
1955-09-01,1955-09-01,1955,9,1955-09,-46,43.669998
1955-10-01,1955-10-01,1955,10,1955-10,-46,42.34
1955-11-01,1955-11-01,1955,11,1955-11,-46,45.509997999999996
1955-12-01,1955-12-01,1955,12,1955-12,-46,45.48
1956-01-01,1956-01-01,1956,1,1956-01,-45,43.82
1956-02-01,1956-02-01,1956,2,1956-02,-45,45.34
1956-03-01,1956-03-01,1956,3,1956-03,-45,48.48
1956-04-01,1956-04-01,1956,4,1956-04,-45,48.380001
1956-05-01,1956-05-01,1956,5,1956-05,-45,45.200001
1956-06-01,1956-06-01,1956,6,1956-06,-45,46.970001
1956-07-01,1956-07-01,1956,7,1956-07,-45,49.389998999999996
1956-08-01,1956-08-01,1956,8,1956-08,-45,47.509997999999996
1956-09-01,1956-09-01,1956,9,1956-09,-45,45.349998
1956-10-01,1956-10-01,1956,10,1956-10,-45,45.580002
1956-11-01,1956-11-01,1956,11,1956-11,-45,45.080002
1956-12-01,1956-12-01,1956,12,1956-12,-45,46.669998
1957-01-01,1957-01-01,1957,1,1957-01,-44,44.720001
1957-02-01,1957-02-01,1957,2,1957-02,-44,43.259997999999996
1957-03-01,1957-03-01,1957,3,1957-03,-44,44.110001000000004
1957-04-01,1957-04-01,1957,4,1957-04,-44,45.740002000000004
1957-05-01,1957-05-01,1957,5,1957-05,-44,47.43
1957-06-01,1957-06-01,1957,6,1957-06,-44,47.369999
1957-07-01,1957-07-01,1957,7,1957-07,-44,47.91
1957-08-01,1957-08-01,1957,8,1957-08,-44,45.220001
1957-09-01,1957-09-01,1957,9,1957-09,-44,42.419998
1957-10-01,1957-10-01,1957,10,1957-10,-44,41.060001
1957-11-01,1957-11-01,1957,11,1957-11,-44,41.720001
1957-12-01,1957-12-01,1957,12,1957-12,-44,39.990002000000004
1958-01-01,1958-01-01,1958,1,1958-01,-43,41.700001
1958-02-01,1958-02-01,1958,2,1958-02,-43,40.84
1958-03-01,1958-03-01,1958,3,1958-03,-43,42.099998
1958-04-01,1958-04-01,1958,4,1958-04,-43,43.439999
1958-05-01,1958-05-01,1958,5,1958-05,-43,44.09
1958-06-01,1958-06-01,1958,6,1958-06,-43,45.240002000000004
1958-07-01,1958-07-01,1958,7,1958-07,-43,47.189999
1958-08-01,1958-08-01,1958,8,1958-08,-43,47.75
1958-09-01,1958-09-01,1958,9,1958-09,-43,50.060001
1958-10-01,1958-10-01,1958,10,1958-10,-43,51.330002
1958-11-01,1958-11-01,1958,11,1958-11,-43,52.48
1958-12-01,1958-12-01,1958,12,1958-12,-43,55.209998999999996
1959-01-01,1959-01-01,1959,1,1959-01,-42,55.450001
1959-02-01,1959-02-01,1959,2,1959-02,-42,55.41
1959-03-01,1959-03-01,1959,3,1959-03,-42,55.439999
1959-04-01,1959-04-01,1959,4,1959-04,-42,57.59
1959-05-01,1959-05-01,1959,5,1959-05,-42,58.68
1959-06-01,1959-06-01,1959,6,1959-06,-42,58.470001
1959-07-01,1959-07-01,1959,7,1959-07,-42,60.509997999999996
1959-08-01,1959-08-01,1959,8,1959-08,-42,59.599998
1959-09-01,1959-09-01,1959,9,1959-09,-42,56.880001
1959-10-01,1959-10-01,1959,10,1959-10,-42,57.52
1959-11-01,1959-11-01,1959,11,1959-11,-42,58.279999
